Row ID,Record ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Claire Gute,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Interest Score,Time n website minutes,Marketing Channel,Customer Segment,Trial Purchase
1215,45,US-2017-118087,"Saturday, September 9, 2017","Wednesday, September 13, 2017",Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.50,1,0.7,-3.60,10,9,Referral,Middle,Yes
4082,46,CA-2016-140417,"Sunday, September 25, 2016","Thursday, September 29, 2016",Standard Class,KE-16420,Matthew Clasen,Corporate,United States,Tigard,Oregon,97224,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,5.02,1,0.7,-3.52,1,19,Email,Middle,No
1803,47,CA-2017-158379,"Friday, September 22, 2017","Tuesday, September 26, 2017",Second Class,JA-15970,Joseph Airdo,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,5.61,1,0.7,-4.30,2,9,Social Media,Middle,No
96,48,US-2017-109484,"Monday, November 6, 2017","Sunday, November 12, 2017",Standard Class,RB-19705,Parhena Norris,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.68,1,0.7,-3.79,3,11,Email,Middle,No
6427,49,CA-2016-143714,"Monday, May 23, 2016","Friday, May 27, 2016",Standard Class,CC-12370,Christopher Conant,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.29,1,0.7,-4.20,2,8,Email,Middle,Yes
3554,50,CA-2017-107832,"Thursday, November 23, 2017","Sunday, November 26, 2017",Second Class,FH-14275,Patrick O'Donnell,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,7.48,1,0.7,-5.98,2,7,Social Media,Low,No
4558,51,US-2017-117331,"Saturday, October 21, 2017","Saturday, October 28, 2017",Standard Class,ND-18370,Candace McMahon,Consumer,United States,Glendale,Arizona,85301,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',8.56,1,0.7,-6.56,4,15,Email,Middle,No
5009,52,CA-2015-102876,"Monday, September 7, 2015","Monday, September 14, 2015",Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,9.52,1,0.7,-6.98,2,4,Social Media,High,Yes
6004,53,US-2017-146878,"Thursday, September 21, 2017","Wednesday, September 27, 2017",Standard Class,DL-12865,Allen Goldenen,Consumer,United States,Miami,Florida,33142,South,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.29,1,0.7,-8.61,6,14,Social Media,High,No
7145,54,US-2017-141558,"Saturday, March 11, 2017","Thursday, March 16, 2017",Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.29,1,0.7,-8.61,7,14,Social Media,High,No
6811,55,CA-2017-156237,"Thursday, September 14, 2017","Friday, September 15, 2017",First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,12.59,1,0.7,-18.04,8,11,Email,Low,No
2425,56,US-2017-147669,"Monday, December 25, 2017","Saturday, December 30, 2017",Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,13.02,1,0.7,-10.42,5,5,Email,Low,No
1283,57,CA-2017-122154,"Sunday, April 9, 2017","Tuesday, April 11, 2017",First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,0.7,-13.36,2,13,Social Media,High,No
3300,58,US-2014-159926,"Tuesday, November 18, 2014","Saturday, November 22, 2014",Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,51.00,1,0.7,-40.80,2,19,Email,Middle,No
7419,59,US-2016-114013,"Sunday, March 13, 2016","Tuesday, March 15, 2016",Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,51.90,1,0.7,-41.52,7,9,Referral,Middle,No
6226,60,CA-2015-133445,"Monday, October 5, 2015","Friday, October 9, 2015",Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Portland,Oregon,97206,West,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.29,1,0.7,-103.86,6,11,Email,Low,Yes
7121,61,US-2014-147774,"Monday, January 20, 2014","Sunday, January 26, 2014",Standard Class,MM-18280,Sean O'Donnell,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.19,1,0.7,-51.52,6,8,Email,Middle,No
2226,62,CA-2016-106383,"Saturday, March 19, 2016","Monday, March 21, 2016",Second Class,BT-11440,Laura Armstrong,Consumer,United States,Littleton,Colorado,80122,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.29,1,0.7,-98.80,5,11,Social Media,Middle,Yes
119,63,US-2015-136476,"Sunday, April 5, 2015","Friday, April 10, 2015",Standard Class,GG-14650,Steven Cartwright,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.79,1,0.7,-115.72,9,17,Email,Middle,Yes
8184,64,CA-2017-155642,"Thursday, May 18, 2017","Monday, May 22, 2017",Standard Class,BM-11575,Maribeth Yedwab,Corporate,United States,Chicago,Illinois,60653,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,1.89,1,0.6,-0.99,5,17,Referral,Low,Yes
1359,65,CA-2017-160045,"Wednesday, April 26, 2017","Thursday, April 27, 2017",First Class,LB-16735,Kean Takahito,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.99,1,0.6,-1.44,8,17,Referral,Middle,No
3334,66,CA-2017-122595,"Thursday, December 14, 2017","Wednesday, December 20, 2017",Standard Class,GM-14455,Patrick Ryan,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",2.03,1,0.6,-1.32,3,14,Social Media,Middle,No
4773,67,CA-2017-119746,"Thursday, November 23, 2017","Monday, November 27, 2017",Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,6.46,1,0.6,-4.04,3,11,Social Media,Middle,Yes
8677,68,CA-2017-163265,"Thursday, February 16, 2017","Tuesday, February 21, 2017",Standard Class,JS-16030,Patrick O'Brill,Consumer,United States,Decatur,Illinois,62521,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",7.69,1,0.6,-3.65,3,5,Referral,Middle,No
4549,69,CA-2015-126557,"Sunday, July 12, 2015","Friday, July 17, 2015",Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76,1,0.6,-2.13,4,18,Social Media,Low,Yes
4703,70,CA-2017-140298,"Thursday, May 11, 2017","Wednesday, May 17, 2017",Standard Class,JK-16120,Dave Hallsten,Home Office,United States,Austin,Texas,78745,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,8.00,1,0.6,-7.00,1,19,Email,High,No
580,71,CA-2017-118640,"Thursday, July 20, 2017","Wednesday, July 26, 2017",Standard Class,CS-11950,Charles Crestani,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.79,1,0.6,-5.71,2,14,Referral,Middle,No
7447,72,CA-2017-127474,"Friday, February 3, 2017","Tuesday, February 7, 2017",Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,60610,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,22.20,1,0.6,-26.09,7,17,Social Media,High,No
4359,73,CA-2017-162565,"Monday, December 11, 2017","Monday, December 11, 2017",Same Day,RR-19315,Ralph Ritter,Consumer,United States,Aurora,Illinois,60505,Central,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,77.72,1,0.6,-66.06,2,16,Social Media,Middle,Yes
6800,74,CA-2016-109827,"Sunday, December 25, 2016","Sunday, January 1, 2017",Standard Class,LW-16825,Laurel Workman,Corporate,United States,Phoenix,Arizona,85023,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,35.45,1,0.5,-24.10,8,20,Social Media,Low,No
784,75,US-2015-157014,"Saturday, October 3, 2015","Tuesday, October 6, 2015",Second Class,BM-11785,Bryan Mills,Consumer,United States,Columbus,Ohio,43229,East,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49,1,0.5,-15.62,3,17,Referral,High,No
8268,76,CA-2017-121790,"Monday, January 30, 2017","Monday, February 6, 2017",Standard Class,LP-17095,Liz Preis,Consumer,United States,Aurora,Illinois,60505,Central,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,69.38,1,0.5,-47.18,6,17,Email,Middle,Yes
9041,77,CA-2014-138177,"Friday, September 19, 2014","Wednesday, September 24, 2014",Standard Class,ND-18460,Xylona Preis,Corporate,United States,Chandler,Arizona,85224,West,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,73.92,1,0.5,-45.83,9,2,Referral,High,No
4927,78,CA-2017-117653,"Thursday, October 19, 2017","Monday, October 23, 2017",Standard Class,MO-17500,Alan Dominguez,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.28,1,0.5,-67.54,9,8,Referral,High,No
9456,79,CA-2016-140977,"Thursday, June 16, 2016","Sunday, June 19, 2016",Second Class,JL-15175,Bart Watters,Home Office,United States,Chattanooga,Tennessee,37421,South,TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner,91.48,1,0.5,-1.83,5,18,Email,Middle,Yes
671,80,US-2017-106663,"Friday, June 9, 2017","Tuesday, June 13, 2017",Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.93,1,0.5,-71.89,10,18,Email,High,No
836,81,CA-2016-165316,"Saturday, July 23, 2016","Wednesday, July 27, 2016",Standard Class,JB-15400,Lisa Hazard,Corporate,United States,Tampa,Florida,33614,South,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.48,1,0.5,-111.50,7,7,Social Media,Middle,Yes
2985,82,US-2014-112872,"Saturday, December 6, 2014","Thursday, December 11, 2014",Second Class,RC-19960,Julia Barnett,Consumer,United States,Springfield,Oregon,97477,West,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1,0.5,-170.80,2,11,Social Media,High,Yes
8207,83,CA-2015-122266,"Sunday, April 26, 2015","Thursday, April 30, 2015",Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Daytona Beach,Florida,32114,South,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,191.52,1,0.45,-76.61,5,17,Referral,High,Yes
1331,84,CA-2017-127705,"Friday, June 2, 2017","Tuesday, June 6, 2017",Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Lorain,Ohio,44052,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1,0.4,-0.64,1,16,Social Media,High,No
6932,85,CA-2014-164182,"Monday, July 14, 2014","Friday, July 18, 2014",Standard Class,ST-20530,Shui Tom,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,13.49,1,0.4,-2.25,6,2,Social Media,High,No
5575,86,CA-2014-151162,"Friday, December 5, 2014","Tuesday, December 9, 2014",Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,36.74,1,0.4,-9.18,7,10,Social Media,High,No
4804,87,CA-2017-136364,"Thursday, July 13, 2017","Monday, July 17, 2017",Second Class,MH-17455,Mark Hamilton,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,39.59,1,0.4,-7.26,7,2,Social Media,High,No
